500 0 10 0 0.002
500 0 10 0 0.005
500 0 10 0 0.01
500 0 10 4 0.002
500 0 10 4 0.005
500 0 10 4 0.01
500 0 10 8 0.002
500 0 10 8 0.005
500 0 10 8 0.01
500 0 10 12 0.002
500 0 10 12 0.005
500 0 10 12 0.01
500 0 12 0 0.002
500 0 12 0 0.005
500 0 12 0 0.01
500 0 12 4 0.002
500 0 12 4 0.005
500 0 12 4 0.01
500 0 12 8 0.002
500 0 12 8 0.005
500 0 12 8 0.01
500 0 12 12 0.002
500 0 12 12 0.005
500 0 12 12 0.01
500 0 15 0 0.002
500 0 15 0 0.005
500 0 15 0 0.01
500 0 15 4 0.002
500 0 15 4 0.005
500 0 15 4 0.01
500 0 15 8 0.002
500 0 15 8 0.005
500 0 15 8 0.01
500 0 15 12 0.002
500 0 15 12 0.005
500 0 15 12 0.01
500 250 10 0 0.002
500 250 10 0 0.005
500 250 10 0 0.01
500 250 10 4 0.002
500 250 10 4 0.005
500 250 10 4 0.01
500 250 10 8 0.002
500 250 10 8 0.005
500 250 10 8 0.01
500 250 10 12 0.002
500 250 10 12 0.005
500 250 10 12 0.01
500 250 12 0 0.002
500 250 12 0 0.005
500 250 12 0 0.01
500 250 12 4 0.002
500 250 12 4 0.005
500 250 12 4 0.01
500 250 12 8 0.002
500 250 12 8 0.005
500 250 12 8 0.01
500 250 12 12 0.002
500 250 12 12 0.005
500 250 12 12 0.01
500 250 15 0 0.002
500 250 15 0 0.005
500 250 15 0 0.01
500 250 15 4 0.002
500 250 15 4 0.005
500 250 15 4 0.01
500 250 15 8 0.002
500 250 15 8 0.005
500 250 15 8 0.01
500 250 15 12 0.002
500 250 15 12 0.005
500 250 15 12 0.01
500 500 10 0 0.002
500 500 10 0 0.005
500 500 10 0 0.01
500 500 10 4 0.002
500 500 10 4 0.005
500 500 10 4 0.01
500 500 10 8 0.002
500 500 10 8 0.005
500 500 10 8 0.01
500 500 10 12 0.002
500 500 10 12 0.005
500 500 10 12 0.01
500 500 12 0 0.002
500 500 12 0 0.005
500 500 12 0 0.01
500 500 12 4 0.002
500 500 12 4 0.005
500 500 12 4 0.01
500 500 12 8 0.002
500 500 12 8 0.005
500 500 12 8 0.01
500 500 12 12 0.002
500 500 12 12 0.005
500 500 12 12 0.01
500 500 15 0 0.002
500 500 15 0 0.005
500 500 15 0 0.01
500 500 15 4 0.002
500 500 15 4 0.005
500 500 15 4 0.01
500 500 15 8 0.002
500 500 15 8 0.005
500 500 15 8 0.01
500 500 15 12 0.002
500 500 15 12 0.005
500 500 15 12 0.01
500 750 10 0 0.002
500 750 10 0 0.005
500 750 10 0 0.01
500 750 10 4 0.002
500 750 10 4 0.005
500 750 10 4 0.01
500 750 10 8 0.002
500 750 10 8 0.005
500 750 10 8 0.01
500 750 10 12 0.002
500 750 10 12 0.005
500 750 10 12 0.01
500 750 12 0 0.002
500 750 12 0 0.005
500 750 12 0 0.01
500 750 12 4 0.002
500 750 12 4 0.005
500 750 12 4 0.01
500 750 12 8 0.002
500 750 12 8 0.005
500 750 12 8 0.01
500 750 12 12 0.002
500 750 12 12 0.005
500 750 12 12 0.01
500 750 15 0 0.002
500 750 15 0 0.005
500 750 15 0 0.01
500 750 15 4 0.002
500 750 15 4 0.005
500 750 15 4 0.01
500 750 15 8 0.002
500 750 15 8 0.005
500 750 15 8 0.01
500 750 15 12 0.002
500 750 15 12 0.005
500 750 15 12 0.01
500 1000 10 0 0.002
500 1000 10 0 0.005
500 1000 10 0 0.01
500 1000 10 4 0.002
500 1000 10 4 0.005
500 1000 10 4 0.01
500 1000 10 8 0.002
500 1000 10 8 0.005
500 1000 10 8 0.01
500 1000 10 12 0.002
500 1000 10 12 0.005
500 1000 10 12 0.01
500 1000 12 0 0.002
500 1000 12 0 0.005
500 1000 12 0 0.01
500 1000 12 4 0.002
500 1000 12 4 0.005
500 1000 12 4 0.01
500 1000 12 8 0.002
500 1000 12 8 0.005
500 1000 12 8 0.01
500 1000 12 12 0.002
500 1000 12 12 0.005
500 1000 12 12 0.01
500 1000 15 0 0.002
500 1000 15 0 0.005
500 1000 15 0 0.01
500 1000 15 4 0.002
500 1000 15 4 0.005
500 1000 15 4 0.01
500 1000 15 8 0.002
500 1000 15 8 0.005
500 1000 15 8 0.01
500 1000 15 12 0.002
500 1000 15 12 0.005
500 1000 15 12 0.01
500 2000 10 0 0.002
500 2000 10 0 0.005
500 2000 10 0 0.01
500 2000 10 4 0.002
500 2000 10 4 0.005
500 2000 10 4 0.01
500 2000 10 8 0.002
500 2000 10 8 0.005
500 2000 10 8 0.01
500 2000 10 12 0.002
500 2000 10 12 0.005
500 2000 10 12 0.01
500 2000 12 0 0.002
500 2000 12 0 0.005
500 2000 12 0 0.01
500 2000 12 4 0.002
500 2000 12 4 0.005
500 2000 12 4 0.01
500 2000 12 8 0.002
500 2000 12 8 0.005
500 2000 12 8 0.01
500 2000 12 12 0.002
500 2000 12 12 0.005
500 2000 12 12 0.01
500 2000 15 0 0.002
500 2000 15 0 0.005
500 2000 15 0 0.01
500 2000 15 4 0.002
500 2000 15 4 0.005
500 2000 15 4 0.01
500 2000 15 8 0.002
500 2000 15 8 0.005
500 2000 15 8 0.01
500 2000 15 12 0.002
500 2000 15 12 0.005
500 2000 15 12 0.01
