0.001	1.5	12.	1.1592794807274085	3	den=0.001_d=1.5_e=12._a=1.1592794807274085_arms=3
0.001	1.5	12.	1.1592794807274085	4	den=0.001_d=1.5_e=12._a=1.1592794807274085_arms=4
0.001	1.5	12.	1.0471975511965979	3	den=0.001_d=1.5_e=12._a=1.0471975511965979_arms=3
0.001	1.5	12.	1.0471975511965979	4	den=0.001_d=1.5_e=12._a=1.0471975511965979_arms=4
0.001	1.5	12.	0.9272952180016123	3	den=0.001_d=1.5_e=12._a=0.9272952180016123_arms=3
0.001	1.5	12.	0.9272952180016123	4	den=0.001_d=1.5_e=12._a=0.9272952180016123_arms=4
0.001	1.5	15.	1.1592794807274085	3	den=0.001_d=1.5_e=15._a=1.1592794807274085_arms=3
0.001	1.5	15.	1.1592794807274085	4	den=0.001_d=1.5_e=15._a=1.1592794807274085_arms=4
0.001	1.5	15.	1.0471975511965979	3	den=0.001_d=1.5_e=15._a=1.0471975511965979_arms=3
0.001	1.5	15.	1.0471975511965979	4	den=0.001_d=1.5_e=15._a=1.0471975511965979_arms=4
0.001	1.5	15.	0.9272952180016123	3	den=0.001_d=1.5_e=15._a=0.9272952180016123_arms=3
0.001	1.5	15.	0.9272952180016123	4	den=0.001_d=1.5_e=15._a=0.9272952180016123_arms=4
0.005	1.5	12.	1.1592794807274085	3	den=0.005_d=1.5_e=12._a=1.1592794807274085_arms=3
0.005	1.5	12.	1.1592794807274085	4	den=0.005_d=1.5_e=12._a=1.1592794807274085_arms=4
0.005	1.5	12.	1.0471975511965979	3	den=0.005_d=1.5_e=12._a=1.0471975511965979_arms=3
0.005	1.5	12.	1.0471975511965979	4	den=0.005_d=1.5_e=12._a=1.0471975511965979_arms=4
0.005	1.5	12.	0.9272952180016123	3	den=0.005_d=1.5_e=12._a=0.9272952180016123_arms=3
0.005	1.5	12.	0.9272952180016123	4	den=0.005_d=1.5_e=12._a=0.9272952180016123_arms=4
0.005	1.5	15.	1.1592794807274085	3	den=0.005_d=1.5_e=15._a=1.1592794807274085_arms=3
0.005	1.5	15.	1.1592794807274085	4	den=0.005_d=1.5_e=15._a=1.1592794807274085_arms=4
0.005	1.5	15.	1.0471975511965979	3	den=0.005_d=1.5_e=15._a=1.0471975511965979_arms=3
0.005	1.5	15.	1.0471975511965979	4	den=0.005_d=1.5_e=15._a=1.0471975511965979_arms=4
0.005	1.5	15.	0.9272952180016123	3	den=0.005_d=1.5_e=15._a=0.9272952180016123_arms=3
0.005	1.5	15.	0.9272952180016123	4	den=0.005_d=1.5_e=15._a=0.9272952180016123_arms=4
0.01	1.5	12.	1.1592794807274085	3	den=0.01_d=1.5_e=12._a=1.1592794807274085_arms=3
0.01	1.5	12.	1.1592794807274085	4	den=0.01_d=1.5_e=12._a=1.1592794807274085_arms=4
0.01	1.5	12.	1.0471975511965979	3	den=0.01_d=1.5_e=12._a=1.0471975511965979_arms=3
0.01	1.5	12.	1.0471975511965979	4	den=0.01_d=1.5_e=12._a=1.0471975511965979_arms=4
0.01	1.5	12.	0.9272952180016123	3	den=0.01_d=1.5_e=12._a=0.9272952180016123_arms=3
0.01	1.5	12.	0.9272952180016123	4	den=0.01_d=1.5_e=12._a=0.9272952180016123_arms=4
0.01	1.5	15.	1.1592794807274085	3	den=0.01_d=1.5_e=15._a=1.1592794807274085_arms=3
0.01	1.5	15.	1.1592794807274085	4	den=0.01_d=1.5_e=15._a=1.1592794807274085_arms=4
0.01	1.5	15.	1.0471975511965979	3	den=0.01_d=1.5_e=15._a=1.0471975511965979_arms=3
0.01	1.5	15.	1.0471975511965979	4	den=0.01_d=1.5_e=15._a=1.0471975511965979_arms=4
0.01	1.5	15.	0.9272952180016123	3	den=0.01_d=1.5_e=15._a=0.9272952180016123_arms=3
0.01	1.5	15.	0.9272952180016123	4	den=0.01_d=1.5_e=15._a=0.9272952180016123_arms=4
