0.02	8.	42.	7.	0.	500	500
0.02	8.	42.	7.	0.	500	1000
0.02	8.	42.	7.	0.	500	1500
0.02	8.	42.	7.	0.	500	2000
0.02	8.	42.	7.	0.	1000	500
0.02	8.	42.	7.	0.	1000	1000
0.02	8.	42.	7.	0.	1000	1500
0.02	8.	42.	7.	0.	1000	2000
0.02	8.	42.	7.	0.	1500	500
0.02	8.	42.	7.	0.	1500	1000
0.02	8.	42.	7.	0.	1500	1500
0.02	8.	42.	7.	0.	1500	2000
0.02	8.	42.	7.	0.	2000	500
0.02	8.	42.	7.	0.	2000	1000
0.02	8.	42.	7.	0.	2000	1500
0.02	8.	42.	7.	0.	2000	2000
0.02	8.	42.	10.	0.	500	500
0.02	8.	42.	10.	0.	500	1000
0.02	8.	42.	10.	0.	500	1500
0.02	8.	42.	10.	0.	500	2000
0.02	8.	42.	10.	0.	1000	500
0.02	8.	42.	10.	0.	1000	1000
0.02	8.	42.	10.	0.	1000	1500
0.02	8.	42.	10.	0.	1000	2000
0.02	8.	42.	10.	0.	1500	500
0.02	8.	42.	10.	0.	1500	1000
0.02	8.	42.	10.	0.	1500	1500
0.02	8.	42.	10.	0.	1500	2000
0.02	8.	42.	10.	0.	2000	500
0.02	8.	42.	10.	0.	2000	1000
0.02	8.	42.	10.	0.	2000	1500
0.02	8.	42.	10.	0.	2000	2000
0.02	8.	52.	7.	0.	500	500
0.02	8.	52.	7.	0.	500	1000
0.02	8.	52.	7.	0.	500	1500
0.02	8.	52.	7.	0.	500	2000
0.02	8.	52.	7.	0.	1000	500
0.02	8.	52.	7.	0.	1000	1000
0.02	8.	52.	7.	0.	1000	1500
0.02	8.	52.	7.	0.	1000	2000
0.02	8.	52.	7.	0.	1500	500
0.02	8.	52.	7.	0.	1500	1000
0.02	8.	52.	7.	0.	1500	1500
0.02	8.	52.	7.	0.	1500	2000
0.02	8.	52.	7.	0.	2000	500
0.02	8.	52.	7.	0.	2000	1000
0.02	8.	52.	7.	0.	2000	1500
0.02	8.	52.	7.	0.	2000	2000
0.02	8.	52.	10.	0.	500	500
0.02	8.	52.	10.	0.	500	1000
0.02	8.	52.	10.	0.	500	1500
0.02	8.	52.	10.	0.	500	2000
0.02	8.	52.	10.	0.	1000	500
0.02	8.	52.	10.	0.	1000	1000
0.02	8.	52.	10.	0.	1000	1500
0.02	8.	52.	10.	0.	1000	2000
0.02	8.	52.	10.	0.	1500	500
0.02	8.	52.	10.	0.	1500	1000
0.02	8.	52.	10.	0.	1500	1500
0.02	8.	52.	10.	0.	1500	2000
0.02	8.	52.	10.	0.	2000	500
0.02	8.	52.	10.	0.	2000	1000
0.02	8.	52.	10.	0.	2000	1500
0.02	8.	52.	10.	0.	2000	2000
0.02	10.	42.	7.	0.	500	500
0.02	10.	42.	7.	0.	500	1000
0.02	10.	42.	7.	0.	500	1500
0.02	10.	42.	7.	0.	500	2000
0.02	10.	42.	7.	0.	1000	500
0.02	10.	42.	7.	0.	1000	1000
0.02	10.	42.	7.	0.	1000	1500
0.02	10.	42.	7.	0.	1000	2000
0.02	10.	42.	7.	0.	1500	500
0.02	10.	42.	7.	0.	1500	1000
0.02	10.	42.	7.	0.	1500	1500
0.02	10.	42.	7.	0.	1500	2000
0.02	10.	42.	7.	0.	2000	500
0.02	10.	42.	7.	0.	2000	1000
0.02	10.	42.	7.	0.	2000	1500
0.02	10.	42.	7.	0.	2000	2000
0.02	10.	42.	10.	0.	500	500
0.02	10.	42.	10.	0.	500	1000
0.02	10.	42.	10.	0.	500	1500
0.02	10.	42.	10.	0.	500	2000
0.02	10.	42.	10.	0.	1000	500
0.02	10.	42.	10.	0.	1000	1000
0.02	10.	42.	10.	0.	1000	1500
0.02	10.	42.	10.	0.	1000	2000
0.02	10.	42.	10.	0.	1500	500
0.02	10.	42.	10.	0.	1500	1000
0.02	10.	42.	10.	0.	1500	1500
0.02	10.	42.	10.	0.	1500	2000
0.02	10.	42.	10.	0.	2000	500
0.02	10.	42.	10.	0.	2000	1000
0.02	10.	42.	10.	0.	2000	1500
0.02	10.	42.	10.	0.	2000	2000
0.02	10.	52.	7.	0.	500	500
0.02	10.	52.	7.	0.	500	1000
0.02	10.	52.	7.	0.	500	1500
0.02	10.	52.	7.	0.	500	2000
0.02	10.	52.	7.	0.	1000	500
0.02	10.	52.	7.	0.	1000	1000
0.02	10.	52.	7.	0.	1000	1500
0.02	10.	52.	7.	0.	1000	2000
0.02	10.	52.	7.	0.	1500	500
0.02	10.	52.	7.	0.	1500	1000
0.02	10.	52.	7.	0.	1500	1500
0.02	10.	52.	7.	0.	1500	2000
0.02	10.	52.	7.	0.	2000	500
0.02	10.	52.	7.	0.	2000	1000
0.02	10.	52.	7.	0.	2000	1500
0.02	10.	52.	7.	0.	2000	2000
0.02	10.	52.	10.	0.	500	500
0.02	10.	52.	10.	0.	500	1000
0.02	10.	52.	10.	0.	500	1500
0.02	10.	52.	10.	0.	500	2000
0.02	10.	52.	10.	0.	1000	500
0.02	10.	52.	10.	0.	1000	1000
0.02	10.	52.	10.	0.	1000	1500
0.02	10.	52.	10.	0.	1000	2000
0.02	10.	52.	10.	0.	1500	500
0.02	10.	52.	10.	0.	1500	1000
0.02	10.	52.	10.	0.	1500	1500
0.02	10.	52.	10.	0.	1500	2000
0.02	10.	52.	10.	0.	2000	500
0.02	10.	52.	10.	0.	2000	1000
0.02	10.	52.	10.	0.	2000	1500
0.02	10.	52.	10.	0.	2000	2000
