0.02	12.	42.	7.	0.	500	500
0.02	12.	42.	7.	0.	500	1000
0.02	12.	42.	7.	0.	500	1500
0.02	12.	42.	7.	0.	500	2000
0.02	12.	42.	7.	0.	1000	500
0.02	12.	42.	7.	0.	1000	1000
0.02	12.	42.	7.	0.	1000	1500
0.02	12.	42.	7.	0.	1000	2000
0.02	12.	42.	7.	0.	1500	500
0.02	12.	42.	7.	0.	1500	1000
0.02	12.	42.	7.	0.	1500	1500
0.02	12.	42.	7.	0.	1500	2000
0.02	12.	42.	7.	0.	2000	500
0.02	12.	42.	7.	0.	2000	1000
0.02	12.	42.	7.	0.	2000	1500
0.02	12.	42.	7.	0.	2000	2000
0.02	12.	42.	7.	5.	500	500
0.02	12.	42.	7.	5.	500	1000
0.02	12.	42.	7.	5.	500	1500
0.02	12.	42.	7.	5.	500	2000
0.02	12.	42.	7.	5.	1000	500
0.02	12.	42.	7.	5.	1000	1000
0.02	12.	42.	7.	5.	1000	1500
0.02	12.	42.	7.	5.	1000	2000
0.02	12.	42.	7.	5.	1500	500
0.02	12.	42.	7.	5.	1500	1000
0.02	12.	42.	7.	5.	1500	1500
0.02	12.	42.	7.	5.	1500	2000
0.02	12.	42.	7.	5.	2000	500
0.02	12.	42.	7.	5.	2000	1000
0.02	12.	42.	7.	5.	2000	1500
0.02	12.	42.	7.	5.	2000	2000
0.02	12.	42.	7.	10.	500	500
0.02	12.	42.	7.	10.	500	1000
0.02	12.	42.	7.	10.	500	1500
0.02	12.	42.	7.	10.	500	2000
0.02	12.	42.	7.	10.	1000	500
0.02	12.	42.	7.	10.	1000	1000
0.02	12.	42.	7.	10.	1000	1500
0.02	12.	42.	7.	10.	1000	2000
0.02	12.	42.	7.	10.	1500	500
0.02	12.	42.	7.	10.	1500	1000
0.02	12.	42.	7.	10.	1500	1500
0.02	12.	42.	7.	10.	1500	2000
0.02	12.	42.	7.	10.	2000	500
0.02	12.	42.	7.	10.	2000	1000
0.02	12.	42.	7.	10.	2000	1500
0.02	12.	42.	7.	10.	2000	2000
0.02	12.	42.	10.	0.	500	500
