-0.3778153289,-0.5756408424,0.7251849404,0.3833839617,-0.8102011821,-0.4433855911,0.8427765512,0.1105064025,0.5267978927
-0.1573258557,0.7724354993,-0.615298281,-0.9542838187,-0.2792570082,-0.1065735273,-0.2541475329,0.5704024218,0.7810570457
-0.4373483691,0.8156770185,0.3786784989,-0.6617142935,-0.5770375716,0.4787085071,0.6089832493,-0.04121459049,0.7921115828
0.3841339635,0.4410659324,0.8111115468,-0.04394926045,0.8862527474,-0.4611122752,-0.9222307524,0.1414811332,0.359824302
-0.6862419859,0.4208529684,0.5932577145,0.1769452593,0.8877050371,-0.4250531053,-0.7055227225,-0.186715147,-0.6836484052
0.7724331118,0.4777327175,0.4184716698,0.6349011894,-0.564537879,-0.5274442746,-0.0157342777,0.6731035833,-0.7393808211
0.9665599499,-0.2491932563,-0.06053581029,-0.139984477,-0.3149207015,-0.9387381413,0.2148632344,0.9158207646,-0.3392729251
0.6733466891,-0.4772450732,-0.5646604081,0.717794082,0.2390110722,0.6539459942,-0.1771324143,-0.8456422692,0.5035010033
-0.5381484921,0.8114971943,0.2277465786,-0.3179323578,0.05480452914,-0.9465281187,-0.7805864566,-0.5817806865,0.2285082417
0.6467539279,-0.07720685092,-0.7587809031,0.4034306137,-0.8096623044,0.4262519123,-0.6472658624,-0.581795544,-0.4925046684
-0.6480137844,-0.7486207638,-0.1401609332,-0.437988776,0.2157337331,0.8727111713,-0.6230922623,0.6269177844,-0.4676859248
-0.874825064,0.3363587488,0.3486314666,0.4799956758,0.5045957303,0.7176261563,0.06546188659,0.7951389445,-0.602883737
0.8951218399,-0.3235345132,-0.3067283986,0.4100022197,0.3272036348,0.851372986,-0.1750858976,-0.8878418779,0.4255369881
0.7107638012,-0.7032283331,-0.01687395659,0.002667865,-0.02129301147,0.9997697186,-0.70342569,-0.7106451429,-0.01325818351
-0.7888874192,-0.2147352952,0.5757997854,-0.260947785,-0.7312477882,-0.6302245042,0.5563837645,-0.6474298612,0.5208374808
0.8472480877,-0.4699485756,0.247626764,-0.4588655899,-0.412646955,0.7868702949,-0.2676061441,-0.7803017537,-0.5652575738
-0.7297980515,-0.1601012221,-0.6646520915,-0.6832757994,0.1381021233,0.7169811611,-0.02299969502,0.9773921435,-0.210179951
0.6879025554,0.6734558,-0.2706424942,0.6582565653,-0.7359726823,-0.1582482391,-0.3057586769,-0.06929283059,-0.9495841906
-0.5876917444,0.01317900009,0.8089775816,-0.4233507695,-0.8570773035,-0.2935857998,0.6894871569,-0.5150192325,0.5092765954
0.7157614856,0.6960932887,-0.0560323942,-0.4381104594,0.5100715742,0.740193363,0.5438241638,-0.5052535231,0.6700553382
-0.4135138777,-0.7903476243,-0.4520585202,-0.348411335,-0.3213528141,0.8805350138,-0.8411990339,0.5216157605,-0.1424822227
-0.03140844482,0.9857402923,0.1653166228,0.03160472927,-0.1643360511,0.985897968,0.9990068321,0.03619030903,-0.02599251528
0.1647225397,0.9643442744,0.2071390967,0.1123722661,-0.2269885405,0.9673927208,0.9799178326,-0.1360746962,-0.1457556803
-0.325043598,0.9141857186,0.2420973591,0.2574398762,-0.1607950029,0.9528219546,0.9099842689,0.3720341905,-0.1830824719
0.860449298,0.5063970499,-0.05647152748,0.1555297679,-0.3665638983,-0.91730115,-0.4852190195,0.780508127,-0.3941694646
-0.9682717415,0.2148501177,0.1276293915,0.0924119569,-0.1666755983,0.9816716738,0.2321849798,0.962319423,0.1415325521
